Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
KZR,Kezar Life Sciences Inc,Healthcare,0.9566,0,N/A,N/A,0,69.538088,0,N/A,1.395867911,8.45,0.8631
LADR,Ladder Capital Corp,Real Estate,9.88,0.093117409,0,-0.075195821,1.104313127,1254.083744,9.041178185,0.994876691,1.056271701,11.5,8.18
LANC,Lancaster Colony Corp.,Consumer Defensive,177.01,0.019207954,0.0625,0.055118199,3.355691524,4871.032869,43.87171702,0.830616714,0.29204544,216.52,157.36
LAND,Gladstone Land Corp,Real Estate,14.12,0.038951841,0.004347826,0.003942304,0.54002253,506.038801,0,N/A,1.049947622,21.3,13.57
LASR,nLIGHT Inc,Technology,9.27,0,N/A,N/A,0,431.152038,N/A,0,1.582621628,15.91,8.22
LAUR,Laureate Education Inc,Consumer Defensive,14.18,0,N/A,N/A,0,2229.385272,22.3092461,0,0.616626222,14.81,9.24
LAW,CS Disco Inc,N/A,5.61,0,N/A,N/A,0,337.375386,N/A,0,2.318892236,11.45,5.27
LAZR,Luminar Technologies Inc,N/A,4.12,0,N/A,N/A,0,1208.359579,N/A,0,2.438212071,10.55,3.91
LBAI,"Lakeland Bancorp, Inc.",Financial Services,11.75,0.047998654,N/A,N/A,0.563984185,764.096414,7.375376816,0.354707035,1.120962598,19.18,11.39
LBC,Luther Burbank Corp,Financial Services,8.3,0.014457831,N/A,N/A,0.119999997,423.531387,0,N/A,1.187977809,12.92,7.82
LBRT,Liberty Energy Inc,Energy,18.88,0.010561126,N/A,N/A,0.199394064,3217.024107,5.229674984,0.060058453,1.095589215,19.11,11.15
LC,LendingClub Corp,Financial Services,5.4,0,N/A,N/A,0,586.948248,6.480961166,0,1.944297827,12.38,5.35
LCII,LCI Industries,Consumer Cyclical,112.2,0.036935738,0,0.118426915,4.144189775,2841.401383,33.4487143,1.240775382,1.357881417,135.94,85.95
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,4.9,0.034108296,0,0,0.167130651,106.889756,N/A,N/A,0.872975817,9.96,4.24
LE,"Lands` End, Inc.",Consumer Cyclical,6.83,0,N/A,N/A,0,218.056124,0,N/A,1.590353103,11.93,6.2
LEGH,Legacy Housing Corp,Consumer Cyclical,18.78,0,N/A,N/A,0,458.074173,6.970512096,0,0.983806347,25.3,16.13
LEU,Centrus Energy Corp,Energy,52.82,0,N/A,N/A,0,782.076055,23.27607307,0,2.013890943,61.35,24.88
LFCR,Lifecore Biomedical Inc,N/A,7.11,0,N/A,N/A,0,215.590622,N/A,0,,11.46,1.8
LFST,LifeStance Health Group Inc,N/A,6.16,0,N/A,N/A,0,2328.512285,N/A,0,1.598205476,9.59,4.22
LGIH,LGI Homes Inc,Consumer Cyclical,93.6,0,N/A,N/A,0,2203.909438,10.77174323,0,1.814471689,141.91,74.61
LGND,"Ligand Pharmaceuticals, Inc.",Healthcare,54.99,0,N/A,N/A,0,954.365582,35.14123214,0,,96.91,54.54
LICY,Li-Cycle Holdings Corp,N/A,2.79,0,N/A,N/A,0,496.91997,0,N/A,1.798833724,6.58,2.76
LIDR,AEye Inc,N/A,0.202,0,N/A,N/A,0,37.331373,N/A,0,1.599627219,1.3,0.159
LILA,Liberty Latin America Ltd,Communication Services,7.44,0,N/A,N/A,0,1527.805888,0,N/A,1.243397458,10.01,6.75
LILAK,Liberty Latin America Ltd,Communication Services,7.43,0,N/A,N/A,0,1527.805888,0,N/A,1.278855432,9.98,6.78
LIND,Lindblad Expeditions Holdings Inc,Consumer Cyclical,6.62,0,N/A,N/A,0,353.038457,0,N/A,1.328013515,12.46,6.26
LIVN,LivaNova PLC,Healthcare,47.94,0,N/A,N/A,0,2583.149869,N/A,0,0.693815438,59.86,40.26
LKFN,Lakeland Financial Corp.,Financial Services,48.69,0.035774143,0.15,0.120874262,1.741843046,1238.343238,13.25977062,0.479846569,0.741658989,80.34,42.33
LL,LL Flooring Holdings Inc,Consumer Cyclical,3.93,0,N/A,N/A,0,120.747839,N/A,0,1.160380033,8.77,2.6
LLAP,Terran Orbital Corp,N/A,0.7128,0,N/A,N/A,0,122.870934,N/A,0,1.443007147,3.45,0.625
LMAT,Lemaitre Vascular Inc,Healthcare,46.77,0.01159946,0.12,0.148698355,0.542506761,1041.247198,41.28492915,0.480094479,0.475912963,68.5,41.27
LMND,Lemonade Inc,N/A,12.52,0,N/A,N/A,0,872.477033,N/A,0,2.169470235,25.11,10.29
LNN,Lindsay Corporation,Industrials,111.03,0.012609205,N/A,N/A,1.36447823,1222.323163,17.19668486,0.212205012,0.882720008,181.65,110.12
LNTH,Lantheus Holdings Inc,Healthcare,67.47,0,N/A,N/A,0,4617.019127,138.3542335,0,0.932307772,100.85,47.46
LNW,Light & Wonder Inc,N/A,76.25,0,N/A,N/A,0,6965.961109,18.37984461,0,1.24343232,79.07,47.14
LOB,Live Oak Bancshares Inc,Financial Services,28.18,0.001061284,0,0,0.029906975,1250.15399,19.969873,0.021362125,1.821968097,38.33,17.27
LOCL,Local Bounti Corp,N/A,1.56,0,N/A,N/A,0,12.835526,0,N/A,,42.64,1.46
LOCO,El Pollo Loco Holdings Inc,Consumer Cyclical,8.21,0,N/A,N/A,0,291.162667,12.37989143,0,0.913372421,13,8.21
LOVE,Lovesac Company,Consumer Cyclical,16.76,0,N/A,N/A,0,255.036719,11.53125283,0,1.788216879,30.94,16.75
LPG,Dorian LPG Ltd,Energy,30.49,0,N/A,N/A,0,1231.560678,6.178893592,0,0.98030138,31.41,12.71
LPRO,Open Lending Corp,N/A,6.53,0,N/A,N/A,0,788.157633,17.81187446,0,1.960893004,11.99,5.35
LPSN,Liveperson Inc,Technology,2.79,0,N/A,N/A,0,217.648745,N/A,0,2.288497763,18.17,2.77
LQDA,Liquidia Corp,Healthcare,6.16,0,N/A,N/A,0,398.805151,N/A,0,0.567263847,9.95,4.35
LQDT,Liquidity Services Inc,Consumer Cyclical,19.93,0,N/A,N/A,0,611.67458,26.54491948,0,1.032409886,20.83,11.97
LRN,Stride Inc,Consumer Defensive,45.32,0,N/A,N/A,0,1948.435282,15.35809377,0,0.410718322,47.35,30.66
LSEA,Landsea Homes Corporation,N/A,7.47,0,N/A,N/A,0,288.292056,0,N/A,0.983890515,12.45,4.57
LTC,"LTC Properties, Inc.",Real Estate,32.32,0.070544554,0,0,2.210571486,1338.328958,19.10233879,1.292731863,0.558657535,38.15,30.17
LTCH,Latch Inc,N/A,0.87,0,N/A,N/A,0,124.950409,N/A,0,,0.9999,0.45
LTH,Life Time Group Holdings Inc,N/A,14.5,0,N/A,N/A,0,2843.500156,0,N/A,1.52515405,22.41,8.75
LTHM,Livent Corp,Basic Materials,17.86,0,N/A,N/A,0,3209.716848,8.786522988,0,1.700642775,35.81,16.42
LUNG,Pulmonx Corp,N/A,7.99,0,N/A,N/A,0,303.841499,N/A,0,1.413329727,15.09,4.07
LVLU,Lulus Fashion Lounge Holdings Inc,N/A,2.18,0,N/A,N/A,0,87.546988,0,N/A,1.262920203,6.8,1.9
LVOX,LiveVox Holdings Inc,N/A,3.62,0,N/A,N/A,0,341.01494,0,N/A,0.579916625,3.65,1.7
LWLG,Lightwave Logic Inc,Basic Materials,4.56,0,N/A,N/A,0,531.065074,0,N/A,2.716293003,9.64,3.88
LXFR,Luxfer Holdings PLC,Industrials,9.53,0.05374095,0,0.007874989,0.512151256,256.569919,0,N/A,0.983159732,17.32,9.3
LXP,LXP Industrial Trust,Real Estate,8.4,0.05952381,0.041666667,-0.067728665,0.490120786,2457.890812,42.02241087,2.461681496,0.977645654,11.46,8.33
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,1.19,0,N/A,N/A,0,291.460387,N/A,0,1.581731313,3.79,0.9596
LXU,"LSB Industries, Inc.",Basic Materials,9.64,0,N/A,N/A,0,716.679399,6.564320642,0,1.006542749,18.47,8.15
LYEL,Lyell Immunopharma Inc,N/A,1.64,0,N/A,N/A,0,411.684275,N/A,0,1.702084791,7.08,1.32
LZ,LegalZoom.com Inc.,N/A,9.88,0,N/A,N/A,0,1894.88271,N/A,0,1.859703277,15.68,6.89
LZB,La-Z-Boy Inc.,Consumer Cyclical,29.49,0.0243961,N/A,N/A,0.719440997,1269.589885,9.090901759,0.222737151,1.183947249,33.73,21.86
MAC,Macerich Co.,Real Estate,10.86,0.062615101,0.133333333,-0.256848204,0.664714219,2337.679346,N/A,N/A,1.46077468,13.87,8.49
MAPS,WM Technology Inc,N/A,1.22,0,N/A,N/A,0,113.967086,0,N/A,2.232995927,2.12,0.596
MARA,Marathon Digital Holdings Inc,Financial Services,7.71,0,N/A,N/A,0,1343.661229,0,N/A,3.030798011,19.88,3.11
MASS,908 Devices Inc,N/A,5.63,0,N/A,N/A,0,182.041456,N/A,0,2.047338696,17.88,5.5
MATV,Mativ Holdings Inc,N/A,13.28,0.095456022,N/A,N/A,1.267655971,726.516583,N/A,N/A,0.687226527,27.69,12.89
MATW,Matthews International Corp.,Industrials,38.89,0.023656467,0.045454545,0.028346722,0.906021301,1184.887375,N/A,N/A,0.750244174,48.36,23.17
MATX,Matson Inc,Industrials,88.49,0.014041492,0.032258065,0.087892886,1.242531657,3122.731486,6.806302279,0.100123421,1.355239349,97.49,56.05
MAX,MediaAlpha Inc,N/A,9.43,0,N/A,N/A,0,435.932907,N/A,0,1.40717778,17.01,5.08
MBI,MBIA Inc.,Financial Services,6.2,0,N/A,N/A,0,321.996647,N/A,0,0.872412484,14,6.07
MBIN,Merchants Bancorp,Financial Services,27.02,0.011383406,0.142857143,0.059223841,0.307579625,1168.271846,5.725700088,0.06530353,0.999669248,33.39,21.25
MBUU,Malibu Boats Inc,Consumer Cyclical,48.91,0,N/A,N/A,0,1004.55129,9.611735283,0,1.214430616,65.45,46.57
MBWM,Mercantile Bank Corp.,Financial Services,30.56,0.041931344,0.0625,0.063427242,1.281421859,489.516681,6.183498781,0.25783136,0.943172616,35.99,22.82
MC,Moelis & Co,Financial Services,43.61,0.053710493,0,0.033037804,2.342314581,2903.269681,77.71272467,4.41113857,1.352312047,51.85,33.45
MCB,Metropolitan Bank Holding Corp,Financial Services,30.26,0,N/A,N/A,0,334.75818,0,N/A,1.917097487,71.99,13.98
MCBC,Macatawa Bank Corp.,Financial Services,8.86,0.035431179,0,0.027066087,0.313920243,303.822575,6.830697066,0.24147711,0.568432612,11.37,6.78
MCBS,MetroCity Bankshares Inc,Financial Services,19.98,0.033673061,0.2,-0.020851638,0.672787756,505.091323,0,N/A,1.082673474,23.18,12.88
MCFT,MasterCraft Boat Holdings Inc,Consumer Cyclical,22.31,0,N/A,N/A,0,383.792594,5.567294689,0,1.09984051,35.29,19.25
MCRB,Seres Therapeutics Inc,Healthcare,1.5,0,N/A,N/A,0,192.306921,N/A,0,0.952700398,9.49,1.32
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,61.42,0.009725644,N/A,N/A,0.597349076,1175.833017,13.06350495,0.130141411,0.757846287,78.78,55.61
MCS,Marcus Corp.,Communication Services,15.56,0.014064517,N/A,N/A,0.218843878,382.961849,N/A,N/A,0.572282097,17.91,13.47
MCY,Mercury General Corp.,Financial Services,29.73,0.042717793,0,-0.127378318,1.249635561,1646.183606,N/A,N/A,0.555801483,38.21,25.59
MD,Pediatrix Medical Group Inc,Healthcare,11.77,0,N/A,N/A,0,987.99548,9.60384428,0,1.076429096,19.63,11.69
MDC,"M.D.C. Holdings, Inc.",Consumer Cyclical,38.58,0.057024365,N/A,N/A,2.015852025,2876.001462,7.256985633,0.375391439,1.239290087,51.71,26.49
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,140.37,0,N/A,N/A,0,2592.806976,0,N/A,-0.150330059,322.67,57.21
MDRX,Veradigm Inc,Healthcare,13.51,0,N/A,N/A,0,1476.099574,24.34442019,0,0.94794221,19.77,11.3
MDXG,Mimedx Group Inc,Healthcare,6.34,0,N/A,N/A,0,736.131853,N/A,0,1.300158851,8.6,2.43
ME,23andMe Holding Co,N/A,0.8472,0,N/A,N/A,0,258.31128,N/A,0,2.114677445,3.5,0.7876
MED,Medifast Inc,Consumer Cyclical,72.58,0.090934142,0.006097561,0.170804913,6.402659572,790.350329,5.945970791,0.527836733,1.265902254,124.2,69.58
MEDP,Medpace Holdings Inc,Healthcare,239.1,0,N/A,N/A,0,7307.559024,27.21836354,0,1.225136033,282.73,153.7
MEG,Montrose Environmental Group Inc,N/A,24.97,0,N/A,N/A,0,752.966455,N/A,0,1.831470344,55,24.35
MEI,"Methode Electronics, Inc.",Technology,24.87,0.027914502,0,0.049414523,0.694233671,895.557061,15.85056745,0.447892691,1.035652709,50.71,21.26
METC,Ramaco Resources Inc,Basic Materials,9.92,0.012600806,N/A,N/A,0.125,540.827696,7.29822541,0.09057971,0.591610627,11.19,7.34
MFA,MFA Financial Inc,Real Estate,9.17,0.145132496,N/A,N/A,1.330864991,934.567858,N/A,N/A,1.379865776,11.43,7.33
MGEE,"MGE Energy, Inc.",Utilities,71.49,0.023919429,0.049079755,0.048413171,1.624590813,2585.319321,24.03271505,0.547000274,0.581130237,82.31,61.21
MGNI,Magnite Inc,N/A,7,0,N/A,N/A,0,958.71062,N/A,0,3.371823919,15.73,5.59
MGNX,Macrogenics Inc,Healthcare,5.07,0,N/A,N/A,0,314.083833,0,N/A,1.422741805,7.9,3.39
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,98.42,0.004869021,0,0.084471771,0.479209033,2160.403838,19.87656603,0.09740021,0.791278643,125.31,90.49
MGRC,McGrath Rentcorp,Industrials,101.9166,0.018250216,0.021978022,0.064620457,1.361124625,2495.427238,14.47069092,0.19361659,0.711609251,109.02,81.38
MGTX,MeiraGTx Holdings plc,Healthcare,4.32,0,N/A,N/A,0,257.192556,N/A,0,0.782596262,8.94,4.17
MGY,Magnolia Oil & Gas Corp,Energy,23.51,0.018783062,N/A,N/A,0.441589794,4417.615376,6.725578264,0.127997042,1.109102556,27.13,18.52
MHO,MI Homes Inc.,Consumer Cyclical,80.17,0,N/A,N/A,0,2231.084281,4.618724859,0,1.505548778,101.62,37.6
MIR,Mirion Technologies Inc.,N/A,7.11,0,N/A,N/A,0,1549.576927,N/A,0,1.344369345,9.53,5.59
MIRM,Mirum Pharmaceuticals Inc,Healthcare,28.12,0,N/A,N/A,0,1076.939057,N/A,0,0.826447751,33.39,17.49
MITK,Mitek Systems Inc,Technology,10.46,0,N/A,N/A,0,476.866955,54.22639919,0,1.066246504,13.98,8.6
MKFG,Markforged Holding Corporation,N/A,1.23,0,N/A,N/A,0,242.704888,N/A,0,1.97050493,2.3,0.71
MKTW,Marketwise Inc,N/A,1.45,0.013742142,N/A,N/A,0.019926106,54.346996,30.4124209,0.320871268,1.34833719,2.83,1.23
ML,MoneyLion Inc,N/A,20.07,0,N/A,N/A,0,204.022849,N/A,0,1.236797187,37.5,7.5
MLAB,"Mesa Laboratories, Inc.",Technology,101.45,0.006289056,N/A,N/A,0.638024711,546.236322,300.2948444,1.889323988,0.961627034,205.23,94.73
MLI,"Mueller Industries, Inc.",Industrials,72.57,0.016535759,0.2,0.24573094,1.143454898,4119.077554,6.392132741,0.100303061,1.169034299,91.57,57.46
MLKN,MillerKnoll Inc,N/A,24.5,0.029697184,N/A,N/A,0.72758101,1800.343472,54.55586277,1.672984616,1.223258061,25.79,12.78
MLNK,MeridianLink Inc,N/A,16.82,0,N/A,N/A,0,1369.287841,N/A,0,0.965822933,22.69,12.49
MLR,Miller Industries Inc.,Consumer Cyclical,37.72,0.019088017,0,0,0.714728664,431.729541,0,N/A,0.673098486,41.32,22.02
MLYS,Mineralys Therapeutics Inc,N/A,9.06,0,N/A,N/A,0,370.161276,0,N/A,0.502906776,21.98,8.22
MMI,Marcus & Millichap Inc,Real Estate,28.97,0.017190252,N/A,N/A,0.498001605,1114.203437,75.53409512,1.330843413,1.228574348,38.83,27.27
MMS,Maximus Inc.,Industrials,76.87,0.015610771,0,0.022924557,1.114161004,4672.436946,27.21073504,0.397914644,0.881778414,89.38,54.48
MMSI,"Merit Medical Systems, Inc.",Healthcare,64.63,0,N/A,N/A,0,3722.688,41.53812165,0,0.801892207,85.62,55.27
MNKD,Mannkind Corp,Healthcare,3.99,0,N/A,N/A,0,1070.737176,N/A,0,1.236841462,5.75,3.07
MNRO,Monro Inc,Consumer Cyclical,25.71,0.042681912,0,0.069610376,1.097351967,807.756986,23.15949841,1.006744924,0.714323495,53.75,25.43
MNTK,Montauk Renewables Inc,N/A,10.12,0,N/A,N/A,0,1453.856596,101.1589616,0,0.898274228,18.15,5.46
MNTS,Momentus Inc,N/A,3.11,0,N/A,N/A,0,7.4764,0,N/A,1.771838329,79.5,1.03
MOD,Modine Manufacturing Co.,Consumer Cyclical,44.85,0,N/A,N/A,0,2347.249866,12.78458533,0,1.344420095,51.76,14.2
MODG,Topgolf Callaway Brands Corp,N/A,12.65,0,N/A,N/A,0,2346.265505,21.68452408,0,1.123929364,25.96,12.62
MODN,Model N Inc,Technology,22.95,0,N/A,N/A,0,882.1521,0,N/A,0.595848189,43.18,22.67
MODV,ModivCare Inc,N/A,35.9,0,N/A,N/A,0,509.107055,N/A,0,0.908297054,113.53,26.05
MOFG,MidWestOne Financial Group Inc,Financial Services,20.08,0.04661402,0.021052632,0.044564895,0.936009527,314.95727,7.272160467,0.339133887,0.917324997,33.45,16.98
MORF,Morphic Holding Inc,Healthcare,21.63,0,N/A,N/A,0,1036.564108,N/A,0,1.288827534,63.08,19.8
MOV,"Movado Group, Inc.",Consumer Cyclical,27.76,0.049471373,N/A,N/A,1.373325304,434.806906,6.284335754,0.450270592,0.957966842,35.87,23.62
MPAA,Motorcar Parts of America Inc.,Consumer Cyclical,7.55,0,N/A,N/A,0,147.94493,N/A,0,1.367886265,19.93,4.26
MPB,"Mid Penn Bancorp, Inc.",Financial Services,19.89,0.03950207,0,0.021295688,0.785696177,329.640471,0,N/A,0.705368187,33.58,17.73
MPLN,MultiPlan Corp,N/A,1.7,0,N/A,N/A,0,1104.117352,N/A,0,1.614275235,2.9,0.6104
MPX,Marine Products Corp,Consumer Cyclical,14.1,0.039171612,0.166666667,0.031310306,0.552319729,485.980837,10.10901603,0.386237573,0.911675627,17.81,7.59
MQ,Marqeta Inc,N/A,5.63,0,N/A,N/A,0,2679.47464,N/A,0,1.95782792,8.23,3.46
MRC,MRC Global Inc,Energy,10.02,0,N/A,N/A,0,841.798757,10.65568047,0,1.138558877,13.9,8.15
MRSN,Mersana Therapeutics Inc,Healthcare,1.55,0,N/A,N/A,0,186.786301,N/A,0,1.284014223,9.62,0.8014
MRTN,"Marten Transport, Ltd.",Industrials,19.32,0.012325467,0,-0.379062943,0.238128022,1570.744362,16.44138714,0.203528224,0.80312338,23.24,17.34
MSBI,Midland States Bancorp Inc,Financial Services,20.48,0.056271683,0.034482759,0.043474649,1.15244407,446.38892,4.845995987,0.280400017,0.864748288,26.77,17.25
MSEX,Middlesex Water Co.,Utilities,65.12,0.019195332,0.077586207,0.054211516,1.239007511,1155.734001,31.1434654,0.59282656,0.816162633,94.33,62.54
MSGE,Madison Square Garden Entertainment Corp.,N/A,31.96,0,N/A,N/A,0,1364.865287,0,N/A,0.306004142,40.81,28.09
MSTR,Microstrategy Inc.,Technology,318.22,0,N/A,N/A,0,4482.651854,21.68801214,0,2.377977094,475.09,132.56
MTDR,Matador Resources Co,Energy,63.51,0.008626355,N/A,N/A,0.547859832,7567.105358,8.232631269,0.071615664,1.277131462,73.04,41.79
MTH,Meritage Homes Corp.,Consumer Cyclical,113.05,0.007150195,N/A,N/A,0.808329558,4156.313434,4.930436309,0.03553097,1.359132466,152.23,64.97
MTRN,Materion Corp,Basic Materials,96.96,0.005250493,0.04,0.043640227,0.509087804,2000.940056,20.33765023,0.107857586,1.237177067,123.26,64.56
MTSI,MACOM Technology Solutions Holdings Inc,Technology,79.68,0,N/A,N/A,0,5657.28,18.45991196,0,1.33495466,85.42,48.53
MTTR,Matterport Inc,N/A,2.09,0,N/A,N/A,0,630.861133,N/A,0,2.459581762,4.07,2.06
MTW,"Manitowoc Co., Inc.",Industrials,13.92,0,N/A,N/A,0,487.832608,N/A,0,1.419798376,20.2,7.99
MTX,"Minerals Technologies, Inc.",Basic Materials,48.71,0.004100576,0,0,0.199739065,1585.206257,16.3760977,0.06725221,1.161208809,73.38,48.61
MULN,Mullen Automotive Inc,N/A,0.3925,0,N/A,N/A,0,67.710308,0,N/A,1.556150416,137.25,0.387
MUR,Murphy Oil Corp.,Energy,46.45,0.022880451,0.1,0.019244876,1.062796937,7252.079641,7.125558229,0.16503058,1.128260004,50.21,32.45
MUSA,Murphy USA Inc,Consumer Cyclical,359.88,0.00413244,N/A,N/A,1.487182376,7720.510678,13.39668693,0.058435457,0.218555599,369.31,231.05
MVBF,MVB Financial Corp.,Financial Services,21.95,0.030319342,0,0.414703843,0.665509559,279.200115,0,N/A,0.847375309,26.84,15.73
MVIS,Microvision Inc.,Technology,2.07,0,N/A,N/A,0,388.711377,N/A,0,2.229842936,8.2,1.82
MVST,Microvast Holdings Inc,N/A,1.63,0,N/A,N/A,0,504.338551,N/A,0,2.229637274,2.91,0.88
MWA,Mueller Water Products Inc,Industrials,12.74,0.018838305,0.051724138,0.040571594,0.242418495,1993.624697,26.44064584,0.505670618,1.048352277,16.55,10.29
MXCT,MaxCyte Inc,N/A,2.91,0,N/A,N/A,0,0,0,N/A,,,
MXL,MaxLinear Inc,Technology,21.08,0,N/A,N/A,0,1707.813865,26.40813151,0,1.760676546,43.66,21.06
MYE,Myers Industries Inc.,Consumer Cyclical,17.14,0.031165836,0,0,0.534182431,630.915584,12.44900521,0.389914183,0.774661057,25.93,16.57
MYFW,First Western Financial Inc,Financial Services,17.4,0,N/A,N/A,0,166.138506,0,N/A,1.257716185,30.7,13
MYGN,"Myriad Genetics, Inc.",Healthcare,14.54,0,N/A,N/A,0,1190.585014,N/A,0,1.325137147,24.21,13.92
MYPS,PLAYSTUDIOS Inc,N/A,2.86,0,N/A,N/A,0,333.141743,N/A,0,1.153233068,5.01,2.84
MYRG,MYR Group Inc,Industrials,129.98,0,N/A,N/A,0,2171.905229,24.55656317,0,1.026978753,156.63,76.97
NABL,N-able Inc,N/A,12.76,0,N/A,N/A,0,2328.7,151.9344947,0,1.208349933,15.44,9.26
NAPA,Duckhorn Portfolio Inc (The),N/A,9.91,0,N/A,N/A,0,1142.784612,16.49087437,0,0.82612131,17.92,9.32
NARI,Inari Medical Inc,N/A,55.22,0,N/A,N/A,0,3166.997927,N/A,0,0.96502525,83.84,52.59
NAT,Nordic American Tankers Ltd,Industrials,4.17,0.10996301,3.333333333,0.053873952,0.458545753,870.681171,7.270156157,0.790051263,0.677205171,4.33,2.52
NATR,"Nature`s Sunshine Products, Inc.",Consumer Defensive,16.3,0,N/A,N/A,0,311.302111,58.44951384,0,0.880884292,17.25,7.93
NAUT,Nautilus Biotechnology Inc,N/A,2.86,0,N/A,N/A,0,357.302371,0,N/A,1.552933121,4.65,1.5
NAVI,Navient Corp,Financial Services,17.3,0.03699422,0,0,0.627611288,2103.712247,5.435948959,0.214935373,1.066449325,19.51,13.53
NBHC,National Bank Holdings Corp,Financial Services,29.84,0.033784445,0.130434783,0.088691633,1.008127848,1125.565815,10.69858293,0.350044392,1.192232668,48.63,26.04
NBN,Northeast Bank,Financial Services,43.24,0.000924421,N/A,N/A,0.039971973,389.03028,0,N/A,0.633444909,49.16,33.12
NBR,Nabors Industries Ltd,Energy,118.35,0,N/A,N/A,0,1129.641519,N/A,0,1.301905596,190.9,83.05
NBTB,NBT Bancorp. Inc.,Financial Services,32.55,0.036742481,0.066666667,0.042402216,1.195967762,1391.893791,10.02631959,0.37141856,0.850845914,46.71,26.78
NC,Nacco Industries Inc.,Energy,36.03,0.024146545,0.048192771,0.056805497,0.841942562,214.545607,6.579538982,0.192664202,0.791059652,60.09,29.17
NDLS,Noodles & Company,Consumer Cyclical,2.22,0,N/A,N/A,0,103.072766,0,N/A,1.198102913,6.55,2.17
NE,Noble Corp Plc,Energy,48.73,0.006156372,N/A,N/A,0.300000012,6680.094159,0,N/A,0.939114722,55.34,31.32
NEO,Neogenomics Inc.,Healthcare,12.5,0,N/A,N/A,0,1594.396775,N/A,0,1.864924803,20.54,6
NEOG,Neogen Corp.,Healthcare,15.47,0,N/A,N/A,0,3346.324704,N/A,0,1.266884487,24.1,10.49
NETI,Eneti Inc,N/A,10.06,0.003969884,0,-0.129449437,0.03993703,388.790017,N/A,N/A,0.725994573,13.53,7.72
NEX,NexTier Oilfield Solutions Inc,Energy,10.61,0,N/A,N/A,0,2424.944837,3.778490995,0,1.43078049,11.99,6.66
NEXT,NextDecade Corporation,Energy,4.56,0,N/A,N/A,0,1100.912638,0,N/A,1.12663739,8.74,3.93
NFBK,Northfield Bancorp Inc,Financial Services,9.03,0.055782592,0,0.053873952,0.503716802,406.23959,7.755031884,0.434238622,0.659891063,15.2,8.69
NG,Novagold Resources Inc.,Basic Materials,3.78,0,N/A,N/A,0,1263.204743,0,N/A,0.880543115,6.98,3.29
NGM,Ngm Biopharmaceuticals Inc,Healthcare,1.14,0,N/A,N/A,0,94.295678,N/A,0,1.533940659,6.14,0.997
NGMS,NeoGames SA,N/A,25.835,0,N/A,N/A,0,865.019018,0,N/A,1.289283924,27.77,10.85
NGVC,Natural Grocers by Vitamin Cottage Inc,Consumer Defensive,12.95,0.030507673,N/A,N/A,0.395074359,294.4553,15.0824822,0.462183387,0.867443879,13.69,7.8
NGVT,Ingevity Corp,Basic Materials,40.39,0,N/A,N/A,0,1463.10497,8.256800057,0,1.162344666,90.81,40.19
NHC,National Healthcare Corp.,Healthcare,64.2,0.036760125,0.035087719,0.033656884,2.277152822,983.578861,30.80615324,1.094785011,0.503612619,68.96,49.61
NHI,"National Health Investors, Inc.",Real Estate,49.68,0.072463768,0,-0.020851638,3.506545424,2156.600901,19.50016186,1.380529694,0.714783819,57.06,45.56
NIC,Nicolet Bankshares Inc.,N/A,69.16,0.007217685,N/A,N/A,0.499175125,1019.450559,17.0453879,0.123253117,1.040587234,84.92,51.39
NJR,New Jersey Resources Corporation,Utilities,42.05,0.039952438,0.076923077,0.075040149,1.569466602,4102.478988,14.53635432,0.54119538,0.621480663,54.85,38.37
NKLA,Nikola Corp,N/A,1.29,0,N/A,N/A,0,1005.499965,N/A,0,2.200947187,3.97,0.521
NKTR,Nektar Therapeutics,Healthcare,0.538,0,N/A,N/A,0,102.283846,N/A,0,2.074057561,4.37,0.49
NKTX,Nkarta Inc,N/A,1.54,0,N/A,N/A,0,75.54968,0,N/A,1.049958143,13.82,1.28
NL,"NL Industries, Inc.",Industrials,4.6,0.059759046,N/A,N/A,0.274891612,224.634026,N/A,N/A,0.972139931,8.55,4.51
NMIH,NMI Holdings Inc,Financial Services,26.81,0,N/A,N/A,0,2205.946908,7.244013226,0,0.834878056,30.14,19.02
NMRK,Newmark Group Inc,Real Estate,5.83,0.02042724,0,-0.197258438,0.119090807,888.447511,29.15523615,0.876957339,1.375055957,9.3,5.02
NN,NextNav Inc,N/A,4.61,0,N/A,N/A,0,498.883058,0,N/A,1.196064978,6.07,1.59
NNI,Nelnet Inc,Financial Services,87.88,0.01178461,0.083333333,0.076316923,1.035631483,2342.089089,12.23489418,0.202271774,0.600254161,101.31,81.44
NNOX,Nano X Imaging Ltd,N/A,6.44,0,N/A,N/A,0,355.168222,0,N/A,1.661386862,22.69,5.31
NODK,NI Holdings Inc,Financial Services,12.26,0,N/A,N/A,0,255.777867,0,N/A,0.575203124,15.28,12.06
